day month date time zone year running_jobs 
Sat Nov 25 11:45:01 CST 2017 1270
Sat Nov 25 12:00:01 CST 2017 1223
Sat Nov 25 12:15:02 CST 2017 935
Sat Nov 25 12:30:01 CST 2017 836
Sat Nov 25 12:45:01 CST 2017 827
Sat Nov 25 13:00:01 CST 2017 923
Sat Nov 25 13:15:01 CST 2017 941
Sat Nov 25 13:30:01 CST 2017 1159
Sat Nov 25 13:45:01 CST 2017 1417
Sat Nov 25 14:00:01 CST 2017 1432
Sat Nov 25 14:15:01 CST 2017 1294
Sat Nov 25 14:30:02 CST 2017 1402
Sat Nov 25 14:45:01 CST 2017 1466
Sat Nov 25 15:00:01 CST 2017 1466
Sat Nov 25 15:15:01 CST 2017 1463
Sat Nov 25 15:30:01 CST 2017 1559
Sat Nov 25 15:45:01 CST 2017 1669
Sat Nov 25 16:00:01 CST 2017 1660
Sat Nov 25 16:15:01 CST 2017 1857
Sat Nov 25 16:30:01 CST 2017 1767
Sat Nov 25 16:45:01 CST 2017 1736
Sat Nov 25 17:00:01 CST 2017 1700
Sat Nov 25 17:15:01 CST 2017 1526
Sat Nov 25 17:30:01 CST 2017 1321
Sat Nov 25 17:45:01 CST 2017 1089
Sat Nov 25 18:00:01 CST 2017 899
Sat Nov 25 18:15:01 CST 2017 897
Sat Nov 25 18:30:01 CST 2017 891
Sat Nov 25 18:45:01 CST 2017 887
Sat Nov 25 19:00:01 CST 2017 944
Sat Nov 25 19:15:01 CST 2017 1241
Sat Nov 25 19:30:01 CST 2017 1285
Sat Nov 25 19:45:01 CST 2017 1282
Sat Nov 25 20:00:01 CST 2017 1277
Sat Nov 25 20:15:01 CST 2017 1270
Sat Nov 25 20:30:01 CST 2017 1268
Sat Nov 25 20:45:01 CST 2017 1235
Sat Nov 25 21:00:01 CST 2017 1189
Sat Nov 25 21:15:01 CST 2017 1087
Sat Nov 25 21:30:01 CST 2017 993
Sat Nov 25 21:45:01 CST 2017 915
Sat Nov 25 22:00:01 CST 2017 872
Sat Nov 25 22:15:01 CST 2017 857
Sat Nov 25 22:30:01 CST 2017 895
Sat Nov 25 22:45:01 CST 2017 830
Sat Nov 25 23:00:01 CST 2017 796
Sat Nov 25 23:15:01 CST 2017 786
Sat Nov 25 23:30:01 CST 2017 786
Sat Nov 25 23:45:01 CST 2017 773
Sun Nov 26 00:00:01 CST 2017 704
Sun Nov 26 00:15:01 CST 2017 698
Sun Nov 26 00:30:01 CST 2017 674
Sun Nov 26 00:45:01 CST 2017 695
Sun Nov 26 01:00:01 CST 2017 675
Sun Nov 26 01:15:01 CST 2017 681
Sun Nov 26 01:30:01 CST 2017 722
Sun Nov 26 01:45:01 CST 2017 737
Sun Nov 26 02:00:01 CST 2017 636
Sun Nov 26 02:15:01 CST 2017 647
Sun Nov 26 02:30:01 CST 2017 641
Sun Nov 26 02:45:01 CST 2017 642
Sun Nov 26 03:00:01 CST 2017 670
Sun Nov 26 03:15:01 CST 2017 710
Sun Nov 26 03:30:01 CST 2017 701
Sun Nov 26 03:45:01 CST 2017 676
Sun Nov 26 04:00:01 CST 2017 678
Sun Nov 26 04:15:01 CST 2017 587
Sun Nov 26 04:30:01 CST 2017 578
Sun Nov 26 04:45:01 CST 2017 585
Sun Nov 26 05:00:01 CST 2017 584
Sun Nov 26 05:15:01 CST 2017 583
Sun Nov 26 05:30:01 CST 2017 578
Sun Nov 26 05:45:01 CST 2017 573
Sun Nov 26 06:00:01 CST 2017 572
Sun Nov 26 06:15:01 CST 2017 572
Sun Nov 26 06:30:01 CST 2017 568
Sun Nov 26 06:45:01 CST 2017 566
Sun Nov 26 07:00:01 CST 2017 565
Sun Nov 26 07:15:01 CST 2017 570
Sun Nov 26 07:30:01 CST 2017 563
Sun Nov 26 07:45:01 CST 2017 556
Sun Nov 26 08:00:01 CST 2017 561
Sun Nov 26 08:15:01 CST 2017 554
Sun Nov 26 08:30:01 CST 2017 549
Sun Nov 26 08:45:01 CST 2017 554
Sun Nov 26 09:00:01 CST 2017 553
Sun Nov 26 09:15:01 CST 2017 593
Sun Nov 26 09:30:01 CST 2017 600
Sun Nov 26 09:45:01 CST 2017 719
Sun Nov 26 10:00:01 CST 2017 1000
Sun Nov 26 10:15:01 CST 2017 1000
Sun Nov 26 10:30:01 CST 2017 1001
Sun Nov 26 10:45:01 CST 2017 1030
Sun Nov 26 11:00:01 CST 2017 1023
Sun Nov 26 11:15:01 CST 2017 943
Sun Nov 26 11:30:01 CST 2017 817
Sun Nov 26 11:45:01 CST 2017 678
Sun Nov 26 12:00:01 CST 2017 646
Sun Nov 26 12:15:01 CST 2017 637
Sun Nov 26 12:30:01 CST 2017 621
Sun Nov 26 12:45:01 CST 2017 654
Sun Nov 26 13:00:01 CST 2017 608
Sun Nov 26 13:15:01 CST 2017 597
Sun Nov 26 13:30:01 CST 2017 642
Sun Nov 26 13:45:01 CST 2017 682
Sun Nov 26 14:00:01 CST 2017 622
Sun Nov 26 14:15:01 CST 2017 590
Sun Nov 26 14:30:01 CST 2017 594
Sun Nov 26 14:45:01 CST 2017 589
Sun Nov 26 15:00:01 CST 2017 640
Sun Nov 26 15:15:01 CST 2017 620
Sun Nov 26 15:30:01 CST 2017 612
Sun Nov 26 15:45:01 CST 2017 641
Sun Nov 26 16:00:01 CST 2017 586
Sun Nov 26 16:15:01 CST 2017 568
Sun Nov 26 16:30:01 CST 2017 581
Sun Nov 26 16:45:01 CST 2017 640
Sun Nov 26 17:00:01 CST 2017 794
Sun Nov 26 17:15:01 CST 2017 797
Sun Nov 26 17:30:01 CST 2017 796
Sun Nov 26 17:45:01 CST 2017 834
Sun Nov 26 18:00:01 CST 2017 830
Sun Nov 26 18:15:02 CST 2017 841
Sun Nov 26 18:30:01 CST 2017 801
Sun Nov 26 18:45:01 CST 2017 856
Sun Nov 26 19:00:01 CST 2017 873
Sun Nov 26 19:15:01 CST 2017 783
Sun Nov 26 19:30:01 CST 2017 813
Sun Nov 26 19:45:01 CST 2017 866
Sun Nov 26 20:00:01 CST 2017 907
Sun Nov 26 20:15:01 CST 2017 936
Sun Nov 26 20:30:01 CST 2017 830
Sun Nov 26 20:45:02 CST 2017 963
Sun Nov 26 21:00:01 CST 2017 1063
Sun Nov 26 21:15:01 CST 2017 959
Sun Nov 26 21:30:01 CST 2017 985
Sun Nov 26 21:45:01 CST 2017 802
Sun Nov 26 22:00:01 CST 2017 780
Sun Nov 26 22:15:01 CST 2017 727
Sun Nov 26 22:30:02 CST 2017 730
Sun Nov 26 22:45:01 CST 2017 657
Sun Nov 26 23:00:01 CST 2017 608
Sun Nov 26 23:15:01 CST 2017 623
Sun Nov 26 23:30:01 CST 2017 615
Sun Nov 26 23:45:01 CST 2017 583
Mon Nov 27 00:00:01 CST 2017 794
Mon Nov 27 00:15:01 CST 2017 817
Mon Nov 27 00:30:01 CST 2017 766
Mon Nov 27 00:45:01 CST 2017 750
Mon Nov 27 01:00:01 CST 2017 590
Mon Nov 27 01:15:01 CST 2017 477
Mon Nov 27 01:30:01 CST 2017 472
Mon Nov 27 01:45:01 CST 2017 536
Mon Nov 27 02:00:01 CST 2017 492
Mon Nov 27 02:15:01 CST 2017 505
Mon Nov 27 02:30:01 CST 2017 485
Mon Nov 27 02:45:01 CST 2017 476
Mon Nov 27 03:00:01 CST 2017 503
Mon Nov 27 03:15:01 CST 2017 463
Mon Nov 27 03:30:01 CST 2017 479
Mon Nov 27 03:45:01 CST 2017 503
Mon Nov 27 04:00:01 CST 2017 535
Mon Nov 27 04:15:01 CST 2017 492
Mon Nov 27 04:30:01 CST 2017 451
Mon Nov 27 04:45:02 CST 2017 420
Mon Nov 27 05:00:01 CST 2017 452
Mon Nov 27 05:15:01 CST 2017 505
Mon Nov 27 05:30:01 CST 2017 500
Mon Nov 27 05:45:01 CST 2017 493
Mon Nov 27 06:00:01 CST 2017 472
Mon Nov 27 06:15:01 CST 2017 475
Mon Nov 27 06:30:01 CST 2017 413
Mon Nov 27 06:45:01 CST 2017 411
Mon Nov 27 07:00:01 CST 2017 410
Mon Nov 27 07:15:01 CST 2017 409
Mon Nov 27 07:30:01 CST 2017 407
Mon Nov 27 07:45:02 CST 2017 406
Mon Nov 27 08:00:01 CST 2017 399
Mon Nov 27 08:15:01 CST 2017 400
Mon Nov 27 08:30:01 CST 2017 400
Mon Nov 27 08:45:01 CST 2017 399
Mon Nov 27 09:00:01 CST 2017 399
Mon Nov 27 09:15:02 CST 2017 387
Mon Nov 27 09:30:01 CST 2017 386
Mon Nov 27 09:45:01 CST 2017 413
Mon Nov 27 10:00:01 CST 2017 400
Mon Nov 27 10:15:01 CST 2017 424
Mon Nov 27 10:30:01 CST 2017 385
Mon Nov 27 10:45:01 CST 2017 597
Mon Nov 27 11:00:02 CST 2017 277
Mon Nov 27 11:15:01 CST 2017 277
Mon Nov 27 11:30:01 CST 2017 278
Mon Nov 27 11:45:01 CST 2017 294
Mon Nov 27 12:00:01 CST 2017 310
Mon Nov 27 12:15:01 CST 2017 276
Mon Nov 27 12:30:01 CST 2017 281
Mon Nov 27 12:45:01 CST 2017 279
Mon Nov 27 13:00:01 CST 2017 302
Mon Nov 27 13:15:01 CST 2017 278
Mon Nov 27 13:30:01 CST 2017 275
Mon Nov 27 13:45:01 CST 2017 309
Mon Nov 27 14:00:01 CST 2017 371
Mon Nov 27 14:15:01 CST 2017 386
Mon Nov 27 14:30:01 CST 2017 413
Mon Nov 27 14:45:01 CST 2017 411
Mon Nov 27 15:00:01 CST 2017 416
Mon Nov 27 15:15:01 CST 2017 453
Mon Nov 27 15:30:01 CST 2017 523
Mon Nov 27 15:45:01 CST 2017 432
Mon Nov 27 16:00:01 CST 2017 443
Mon Nov 27 16:15:01 CST 2017 474
Mon Nov 27 16:30:01 CST 2017 491
Mon Nov 27 16:45:01 CST 2017 451
Mon Nov 27 17:00:01 CST 2017 446
Mon Nov 27 17:15:01 CST 2017 708
Mon Nov 27 17:30:02 CST 2017 739
Mon Nov 27 17:45:01 CST 2017 817
Mon Nov 27 18:00:01 CST 2017 703
Mon Nov 27 18:15:02 CST 2017 735
Mon Nov 27 18:30:01 CST 2017 715
Mon Nov 27 18:45:01 CST 2017 892
Mon Nov 27 19:00:01 CST 2017 820
Mon Nov 27 19:15:01 CST 2017 647
Mon Nov 27 19:30:01 CST 2017 617
Mon Nov 27 19:45:01 CST 2017 635
Mon Nov 27 20:00:01 CST 2017 732
Mon Nov 27 20:15:01 CST 2017 907
Mon Nov 27 20:30:01 CST 2017 879
Mon Nov 27 20:45:01 CST 2017 841
Mon Nov 27 21:00:01 CST 2017 759
Mon Nov 27 21:15:01 CST 2017 775
Mon Nov 27 21:30:01 CST 2017 775
Mon Nov 27 21:45:01 CST 2017 780
Mon Nov 27 22:00:01 CST 2017 767
Mon Nov 27 22:15:01 CST 2017 730
Mon Nov 27 22:30:01 CST 2017 756
Mon Nov 27 22:45:01 CST 2017 688
Mon Nov 27 23:00:01 CST 2017 704
Mon Nov 27 23:15:01 CST 2017 782
Mon Nov 27 23:30:01 CST 2017 502
Mon Nov 27 23:45:01 CST 2017 490
Tue Nov 28 00:00:01 CST 2017 501
Tue Nov 28 00:15:01 CST 2017 495
Tue Nov 28 00:30:01 CST 2017 572
Tue Nov 28 00:45:01 CST 2017 661
Tue Nov 28 01:00:01 CST 2017 595
Tue Nov 28 01:15:01 CST 2017 589
Tue Nov 28 01:30:01 CST 2017 611
Tue Nov 28 01:45:01 CST 2017 560
Tue Nov 28 02:00:01 CST 2017 492
Tue Nov 28 02:15:01 CST 2017 487
Tue Nov 28 02:30:01 CST 2017 483
Tue Nov 28 02:45:01 CST 2017 483
Tue Nov 28 03:00:01 CST 2017 479
Tue Nov 28 03:45:02 CST 2017 469
Tue Nov 28 04:45:01 CST 2017 462
Tue Nov 28 05:00:01 CST 2017 460
Tue Nov 28 05:15:01 CST 2017 460
Tue Nov 28 05:30:01 CST 2017 460
Tue Nov 28 07:00:01 CST 2017 449
Tue Nov 28 07:15:01 CST 2017 450
Tue Nov 28 07:30:01 CST 2017 449
Tue Nov 28 08:00:01 CST 2017 447
Tue Nov 28 08:15:01 CST 2017 446
Tue Nov 28 08:30:01 CST 2017 449
Tue Nov 28 08:45:01 CST 2017 458
Tue Nov 28 09:00:01 CST 2017 466
Tue Nov 28 09:15:01 CST 2017 476
Tue Nov 28 09:30:01 CST 2017 534
Tue Nov 28 09:45:01 CST 2017 498
Tue Nov 28 10:00:01 CST 2017 685
Tue Nov 28 10:15:01 CST 2017 790
Tue Nov 28 10:30:01 CST 2017 823
Tue Nov 28 10:45:01 CST 2017 717
Tue Nov 28 11:00:01 CST 2017 625
Tue Nov 28 11:15:01 CST 2017 677
Tue Nov 28 11:30:01 CST 2017 593
Tue Nov 28 11:45:01 CST 2017 611
Tue Nov 28 12:00:01 CST 2017 654
Tue Nov 28 12:15:01 CST 2017 683
Tue Nov 28 12:30:01 CST 2017 640
Tue Nov 28 12:45:01 CST 2017 678
Tue Nov 28 13:00:01 CST 2017 634
Tue Nov 28 13:15:01 CST 2017 621
Tue Nov 28 13:30:01 CST 2017 648
Tue Nov 28 13:45:01 CST 2017 631
Tue Nov 28 14:00:01 CST 2017 619
Tue Nov 28 14:15:01 CST 2017 627
Tue Nov 28 14:30:01 CST 2017 631
Tue Nov 28 14:45:01 CST 2017 638
Tue Nov 28 15:00:01 CST 2017 650
Tue Nov 28 15:15:01 CST 2017 667
Tue Nov 28 15:30:01 CST 2017 653
Tue Nov 28 17:30:01 CST 2017 897
Tue Nov 28 17:45:01 CST 2017 689
Tue Nov 28 18:00:01 CST 2017 628
Tue Nov 28 18:15:01 CST 2017 646
Tue Nov 28 18:30:01 CST 2017 660
Tue Nov 28 18:45:01 CST 2017 632
Tue Nov 28 19:00:01 CST 2017 695
Tue Nov 28 19:15:01 CST 2017 670
Tue Nov 28 19:30:01 CST 2017 666
Tue Nov 28 19:45:01 CST 2017 773
Tue Nov 28 20:00:01 CST 2017 763
Tue Nov 28 20:15:01 CST 2017 771
Tue Nov 28 20:30:01 CST 2017 780
Tue Nov 28 20:45:01 CST 2017 771
Tue Nov 28 21:00:01 CST 2017 742
Tue Nov 28 21:15:01 CST 2017 801
Tue Nov 28 21:30:01 CST 2017 650
Tue Nov 28 21:45:01 CST 2017 681
Tue Nov 28 22:00:01 CST 2017 658
Tue Nov 28 22:15:01 CST 2017 709
Tue Nov 28 22:30:01 CST 2017 712
Tue Nov 28 22:45:01 CST 2017 582
Tue Nov 28 23:00:01 CST 2017 575
Tue Nov 28 23:15:01 CST 2017 620
Tue Nov 28 23:30:01 CST 2017 611
Wed Nov 29 00:00:01 CST 2017 729
Wed Nov 29 00:15:01 CST 2017 739
Wed Nov 29 00:30:01 CST 2017 736
Wed Nov 29 00:45:01 CST 2017 694
Wed Nov 29 01:00:01 CST 2017 674
Wed Nov 29 01:15:01 CST 2017 532
Wed Nov 29 01:30:01 CST 2017 530
Wed Nov 29 01:45:01 CST 2017 523
Wed Nov 29 02:00:01 CST 2017 520
Wed Nov 29 02:15:01 CST 2017 519
Wed Nov 29 02:30:01 CST 2017 515
Wed Nov 29 02:45:01 CST 2017 514
Wed Nov 29 03:00:01 CST 2017 514
Wed Nov 29 03:15:01 CST 2017 515
Wed Nov 29 03:30:01 CST 2017 516
Wed Nov 29 03:45:01 CST 2017 516
Wed Nov 29 04:00:01 CST 2017 515
Wed Nov 29 04:15:01 CST 2017 512
Wed Nov 29 04:30:01 CST 2017 510
Wed Nov 29 04:45:01 CST 2017 504
Wed Nov 29 05:00:01 CST 2017 502
Wed Nov 29 05:15:01 CST 2017 501
Wed Nov 29 05:30:01 CST 2017 500
Wed Nov 29 05:45:01 CST 2017 495
Wed Nov 29 06:00:01 CST 2017 494
Wed Nov 29 06:15:01 CST 2017 492
Wed Nov 29 06:30:01 CST 2017 483
Wed Nov 29 06:45:01 CST 2017 484
Wed Nov 29 07:00:01 CST 2017 483
Wed Nov 29 07:15:01 CST 2017 483
Wed Nov 29 07:30:01 CST 2017 480
Wed Nov 29 07:45:01 CST 2017 482
Wed Nov 29 08:00:01 CST 2017 481
Wed Nov 29 08:15:01 CST 2017 478
Wed Nov 29 08:30:01 CST 2017 472
Wed Nov 29 08:45:01 CST 2017 472
Wed Nov 29 09:00:01 CST 2017 497
Wed Nov 29 09:15:01 CST 2017 673
Wed Nov 29 09:30:01 CST 2017 713
Wed Nov 29 09:45:01 CST 2017 622
Wed Nov 29 10:00:01 CST 2017 578
Wed Nov 29 10:15:01 CST 2017 684
Wed Nov 29 10:30:01 CST 2017 800
Wed Nov 29 10:45:01 CST 2017 783
Wed Nov 29 11:00:01 CST 2017 774
Wed Nov 29 11:15:01 CST 2017 957
Wed Nov 29 11:30:01 CST 2017 1004
Wed Nov 29 11:45:01 CST 2017 975
Wed Nov 29 12:00:01 CST 2017 946
Wed Nov 29 12:15:01 CST 2017 921
Wed Nov 29 12:30:01 CST 2017 893
Wed Nov 29 12:45:01 CST 2017 804
Wed Nov 29 13:00:01 CST 2017 766
Wed Nov 29 13:15:01 CST 2017 891
Wed Nov 29 13:30:01 CST 2017 900
Wed Nov 29 13:45:01 CST 2017 864
Wed Nov 29 14:00:01 CST 2017 796
Wed Nov 29 14:15:01 CST 2017 689
Wed Nov 29 14:30:01 CST 2017 681
Wed Nov 29 14:45:01 CST 2017 694
Wed Nov 29 15:00:01 CST 2017 727
Wed Nov 29 15:15:01 CST 2017 744
Wed Nov 29 15:30:01 CST 2017 788
Wed Nov 29 15:45:01 CST 2017 810
Wed Nov 29 16:00:01 CST 2017 847
Wed Nov 29 16:15:01 CST 2017 829
Wed Nov 29 16:30:01 CST 2017 836
Wed Nov 29 16:45:01 CST 2017 806
Wed Nov 29 17:00:01 CST 2017 805
Wed Nov 29 17:15:01 CST 2017 812
Wed Nov 29 17:30:01 CST 2017 879
Wed Nov 29 17:45:01 CST 2017 864
Wed Nov 29 18:00:01 CST 2017 947
Wed Nov 29 18:15:01 CST 2017 932
Wed Nov 29 18:30:01 CST 2017 851
Wed Nov 29 18:45:01 CST 2017 829
Wed Nov 29 19:00:01 CST 2017 822
Wed Nov 29 19:15:01 CST 2017 817
Wed Nov 29 19:30:01 CST 2017 783
Wed Nov 29 19:45:01 CST 2017 776
Wed Nov 29 20:00:01 CST 2017 760
Wed Nov 29 20:15:01 CST 2017 755
Wed Nov 29 20:30:01 CST 2017 749
Wed Nov 29 20:45:01 CST 2017 881
Wed Nov 29 21:00:01 CST 2017 977
Wed Nov 29 21:15:01 CST 2017 970
Wed Nov 29 21:30:01 CST 2017 896
Wed Nov 29 21:45:01 CST 2017 850
Wed Nov 29 22:00:01 CST 2017 837
Wed Nov 29 22:15:01 CST 2017 852
Wed Nov 29 22:30:01 CST 2017 855
Wed Nov 29 22:45:01 CST 2017 854
Wed Nov 29 23:00:01 CST 2017 848
Wed Nov 29 23:15:02 CST 2017 822
Wed Nov 29 23:30:01 CST 2017 815
Wed Nov 29 23:45:01 CST 2017 826
Thu Nov 30 00:00:01 CST 2017 862
Thu Nov 30 00:15:02 CST 2017 888
Thu Nov 30 00:30:01 CST 2017 885
Thu Nov 30 00:45:01 CST 2017 942
Thu Nov 30 01:00:01 CST 2017 1038
Thu Nov 30 01:15:01 CST 2017 1000
Thu Nov 30 01:30:01 CST 2017 1040
Thu Nov 30 01:45:01 CST 2017 952
Thu Nov 30 02:00:01 CST 2017 956
Thu Nov 30 02:15:01 CST 2017 1021
Thu Nov 30 02:30:01 CST 2017 919
Thu Nov 30 02:45:01 CST 2017 942
Thu Nov 30 03:00:01 CST 2017 983
Thu Nov 30 03:15:01 CST 2017 1118
Thu Nov 30 03:30:01 CST 2017 1114
Thu Nov 30 03:45:01 CST 2017 937
Thu Nov 30 04:00:01 CST 2017 855
Thu Nov 30 04:15:01 CST 2017 818
Thu Nov 30 04:30:01 CST 2017 907
Thu Nov 30 04:45:01 CST 2017 1045
Thu Nov 30 05:00:01 CST 2017 1004
Thu Nov 30 05:15:01 CST 2017 992
Thu Nov 30 05:30:01 CST 2017 1034
Thu Nov 30 05:45:01 CST 2017 937
Thu Nov 30 06:00:01 CST 2017 718
Thu Nov 30 06:15:01 CST 2017 715
Thu Nov 30 06:30:01 CST 2017 713
Thu Nov 30 06:45:01 CST 2017 704
Thu Nov 30 07:00:01 CST 2017 700
Thu Nov 30 07:15:01 CST 2017 693
Thu Nov 30 07:30:01 CST 2017 692
Thu Nov 30 07:45:01 CST 2017 692
Thu Nov 30 08:00:01 CST 2017 691
Thu Nov 30 08:15:01 CST 2017 677
Thu Nov 30 08:30:01 CST 2017 752
Thu Nov 30 08:45:01 CST 2017 745
Thu Nov 30 09:00:01 CST 2017 740
Thu Nov 30 09:15:01 CST 2017 750
Thu Nov 30 09:30:01 CST 2017 749
Thu Nov 30 09:45:01 CST 2017 746
Thu Nov 30 10:00:01 CST 2017 930
Thu Nov 30 10:15:01 CST 2017 1073
Thu Nov 30 10:30:01 CST 2017 1015
Thu Nov 30 10:45:01 CST 2017 954
Thu Nov 30 11:00:01 CST 2017 1130
Thu Nov 30 11:15:01 CST 2017 1282
Thu Nov 30 11:30:01 CST 2017 1193
Thu Nov 30 11:45:01 CST 2017 1165
Thu Nov 30 12:00:01 CST 2017 1055
Thu Nov 30 12:15:01 CST 2017 889
Thu Nov 30 12:30:01 CST 2017 817
Thu Nov 30 12:45:01 CST 2017 796
Thu Nov 30 13:00:01 CST 2017 763
Thu Nov 30 13:15:01 CST 2017 747
Thu Nov 30 13:30:01 CST 2017 750
Thu Nov 30 13:45:01 CST 2017 796
Thu Nov 30 14:00:01 CST 2017 1015
Thu Nov 30 14:15:01 CST 2017 891
Thu Nov 30 14:30:01 CST 2017 906
Thu Nov 30 14:45:02 CST 2017 861
Thu Nov 30 15:00:01 CST 2017 802
Thu Nov 30 15:15:01 CST 2017 792
Thu Nov 30 15:30:01 CST 2017 777
Thu Nov 30 15:45:01 CST 2017 775
Thu Nov 30 16:00:01 CST 2017 757
Thu Nov 30 16:15:01 CST 2017 772
Thu Nov 30 16:30:01 CST 2017 869
Thu Nov 30 16:45:01 CST 2017 887
Thu Nov 30 17:00:01 CST 2017 1013
Thu Nov 30 17:15:01 CST 2017 997
Thu Nov 30 17:30:01 CST 2017 978
Thu Nov 30 17:45:01 CST 2017 949
Thu Nov 30 18:00:01 CST 2017 944
Thu Nov 30 18:15:01 CST 2017 914
Thu Nov 30 18:30:01 CST 2017 926
Thu Nov 30 18:45:01 CST 2017 949
Thu Nov 30 19:00:01 CST 2017 912
Thu Nov 30 19:15:01 CST 2017 935
Thu Nov 30 19:30:01 CST 2017 911
Thu Nov 30 19:45:01 CST 2017 1003
Thu Nov 30 20:00:01 CST 2017 975
Thu Nov 30 20:15:01 CST 2017 1016
Thu Nov 30 20:30:01 CST 2017 1031
Thu Nov 30 20:45:01 CST 2017 1016
Thu Nov 30 21:00:01 CST 2017 1015
Thu Nov 30 21:15:01 CST 2017 989
Thu Nov 30 21:30:01 CST 2017 983
Thu Nov 30 21:45:01 CST 2017 967
Thu Nov 30 22:00:01 CST 2017 970
Thu Nov 30 22:15:01 CST 2017 970
Thu Nov 30 22:30:01 CST 2017 940
Thu Nov 30 22:45:01 CST 2017 931
Thu Nov 30 23:00:01 CST 2017 940
Thu Nov 30 23:15:01 CST 2017 930
Thu Nov 30 23:30:01 CST 2017 940
Thu Nov 30 23:45:02 CST 2017 891
Fri Dec 1 00:00:01 CST 2017 912
Fri Dec 1 00:15:01 CST 2017 905
Fri Dec 1 00:30:01 CST 2017 897
Fri Dec 1 00:45:01 CST 2017 939
Fri Dec 1 01:00:01 CST 2017 982
Fri Dec 1 01:15:01 CST 2017 1012
Fri Dec 1 01:30:01 CST 2017 1061
Fri Dec 1 01:45:01 CST 2017 1100
Fri Dec 1 02:00:01 CST 2017 1149
Fri Dec 1 02:15:01 CST 2017 1147
Fri Dec 1 02:30:01 CST 2017 1015
Fri Dec 1 02:45:01 CST 2017 850
Fri Dec 1 03:00:01 CST 2017 799
Fri Dec 1 03:15:01 CST 2017 794
Fri Dec 1 03:30:01 CST 2017 799
Fri Dec 1 03:45:01 CST 2017 796
Fri Dec 1 04:00:01 CST 2017 795
Fri Dec 1 04:15:01 CST 2017 792
Fri Dec 1 04:30:01 CST 2017 791
Fri Dec 1 04:45:01 CST 2017 787
Fri Dec 1 05:00:01 CST 2017 784
Fri Dec 1 05:15:01 CST 2017 781
Fri Dec 1 05:30:01 CST 2017 777
Fri Dec 1 05:45:01 CST 2017 777
Fri Dec 1 06:00:01 CST 2017 775
Fri Dec 1 06:15:01 CST 2017 772
Fri Dec 1 06:30:01 CST 2017 769
Fri Dec 1 06:45:01 CST 2017 765
Fri Dec 1 07:00:01 CST 2017 762
Fri Dec 1 07:15:01 CST 2017 760
Fri Dec 1 07:30:01 CST 2017 758
Fri Dec 1 07:45:01 CST 2017 757
Fri Dec 1 08:00:01 CST 2017 748
Fri Dec 1 08:15:01 CST 2017 788
Fri Dec 1 08:30:01 CST 2017 753
Fri Dec 1 08:45:01 CST 2017 772
Fri Dec 1 09:00:01 CST 2017 759
Fri Dec 1 09:15:01 CST 2017 754
Fri Dec 1 09:30:01 CST 2017 751
Fri Dec 1 09:45:01 CST 2017 746
Fri Dec 1 10:00:01 CST 2017 749
Fri Dec 1 10:15:01 CST 2017 749
Fri Dec 1 10:30:01 CST 2017 807
Fri Dec 1 10:45:01 CST 2017 908
Fri Dec 1 11:00:01 CST 2017 968
Fri Dec 1 11:15:01 CST 2017 1062
Fri Dec 1 11:30:01 CST 2017 1168
Fri Dec 1 11:45:01 CST 2017 1155
Fri Dec 1 12:00:01 CST 2017 1318
Fri Dec 1 12:15:01 CST 2017 1238
Fri Dec 1 12:30:01 CST 2017 1083
Fri Dec 1 12:45:01 CST 2017 952
Fri Dec 1 13:00:01 CST 2017 941
Fri Dec 1 13:15:01 CST 2017 999
Fri Dec 1 13:30:01 CST 2017 991
Fri Dec 1 13:45:01 CST 2017 1000
Fri Dec 1 14:00:01 CST 2017 852
Fri Dec 1 14:15:01 CST 2017 861
Fri Dec 1 14:30:01 CST 2017 1008
Fri Dec 1 14:45:01 CST 2017 1022
Fri Dec 1 15:00:01 CST 2017 1011
Fri Dec 1 15:15:01 CST 2017 1136
Fri Dec 1 15:30:01 CST 2017 1122
Fri Dec 1 15:45:01 CST 2017 1103
Fri Dec 1 16:00:01 CST 2017 1018
Fri Dec 1 16:15:01 CST 2017 1026
Fri Dec 1 16:30:01 CST 2017 1099
Fri Dec 1 16:45:01 CST 2017 1078
Fri Dec 1 17:00:01 CST 2017 1058
Fri Dec 1 17:15:01 CST 2017 1036
Fri Dec 1 17:30:01 CST 2017 1033
Fri Dec 1 17:45:01 CST 2017 1005
Fri Dec 1 18:00:01 CST 2017 1011
Fri Dec 1 18:15:01 CST 2017 1041
Fri Dec 1 18:30:01 CST 2017 1151
Fri Dec 1 18:45:01 CST 2017 1193
Fri Dec 1 19:00:01 CST 2017 1264
Fri Dec 1 19:15:02 CST 2017 1232
Fri Dec 1 19:30:01 CST 2017 1228
Fri Dec 1 19:45:01 CST 2017 1087
Fri Dec 1 20:00:01 CST 2017 1133
Fri Dec 1 20:15:01 CST 2017 1164
Fri Dec 1 20:30:01 CST 2017 1187
Fri Dec 1 20:45:01 CST 2017 1148
Fri Dec 1 21:00:01 CST 2017 1076
Fri Dec 1 21:15:01 CST 2017 1063
Fri Dec 1 21:30:01 CST 2017 1128
Fri Dec 1 21:45:01 CST 2017 1110
Fri Dec 1 22:00:01 CST 2017 1196
Fri Dec 1 22:15:01 CST 2017 1155
Fri Dec 1 22:30:01 CST 2017 1089
Fri Dec 1 22:45:01 CST 2017 908
Fri Dec 1 23:00:01 CST 2017 954
